student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,score_category,screen_time_total,study_intensity,sleep_group
S1559,22,Female,2.8,2.6,1.7,No,72.2,7.0,Fair,6,High School,Good,4,No,70.3,Average,4.3,Moderate (2-4h),6-7h
S1560,20,Female,4.3,4.8,2.9,Yes,83.7,7.7,Fair,3,High School,Good,9,No,79.8,High,7.699999999999999,High (4-6h),7-8h
S1561,19,Other,3.1,1.9,3.7,No,78.5,7.9,Good,0,Bachelor,Good,10,Yes,66.6,Average,5.6,Moderate (2-4h),7-8h
S1562,23,Female,4.6,1.2,0.0,No,63.1,6.4,Good,3,Unknown,Average,6,No,91.7,Excellent,1.2,High (4-6h),6-7h
S1563,23,Male,4.4,4.3,0.0,Yes,100.0,6.1,Fair,3,Master,Average,2,No,70.1,Average,4.3,High (4-6h),6-7h
S1564,20,Male,2.1,4.9,1.1,No,92.0,8.0,Good,3,High School,Average,4,No,61.5,Average,6.0,Moderate (2-4h),7-8h
S1565,18,Female,5.1,2.5,2.4,No,90.3,5.0,Poor,0,Master,Good,6,No,79.3,High,4.9,High (4-6h),<5h
S1566,18,Male,2.7,3.7,2.3,No,86.7,7.0,Poor,5,High School,Good,4,Yes,63.9,Average,6.0,Moderate (2-4h),6-7h
S1567,24,Male,4.7,4.1,3.0,No,71.2,4.9,Good,3,Bachelor,Poor,10,Yes,93.1,Excellent,7.1,High (4-6h),<5h
S1568,23,Male,4.1,1.6,0.5,No,80.2,7.8,Poor,5,High School,Poor,7,Yes,89.8,High,2.1,High (4-6h),7-8h
S1569,23,Male,6.3,1.9,0.0,No,93.4,6.2,Fair,6,Unknown,Good,3,Yes,100.0,Excellent,1.9,Intense (>6h),6-7h
S1570,22,Male,3.2,4.0,2.7,No,74.5,8.0,Good,6,Master,Good,6,Yes,61.8,Average,6.7,Moderate (2-4h),7-8h
S1571,19,Male,3.0,4.5,0.9,No,59.7,7.1,Fair,1,Master,Good,4,Yes,51.5,Low,5.4,Moderate (2-4h),7-8h
S1572,17,Male,3.5,3.2,0.0,No,82.7,5.0,Good,4,High School,Good,3,No,60.4,Average,3.2,Moderate (2-4h),<5h
S1573,18,Male,3.0,1.4,2.0,No,83.6,8.2,Fair,5,Bachelor,Good,3,No,67.2,Average,3.4,Moderate (2-4h),>8h
S1574,23,Other,4.7,4.9,2.7,No,86.4,8.4,Poor,6,Bachelor,Average,2,No,89.6,High,7.6000000000000005,High (4-6h),>8h
S1575,22,Male,1.1,1.9,1.7,No,92.3,7.6,Fair,4,Master,Good,3,Yes,48.3,Low,3.5999999999999996,Low (<2h),7-8h
S1576,21,Male,1.9,2.1,1.3,No,91.4,5.6,Fair,3,High School,Good,10,No,61.7,Average,3.4000000000000004,Low (<2h),5-6h
S1577,22,Female,1.9,2.9,1.6,Yes,87.6,6.1,Fair,4,Bachelor,Good,1,Yes,44.4,Low,4.5,Low (<2h),6-7h
S1578,18,Male,4.9,4.4,1.4,Yes,97.0,6.7,Fair,4,High School,Average,3,No,77.2,High,5.800000000000001,High (4-6h),6-7h
S1579,18,Female,6.1,3.5,0.3,Yes,69.8,5.7,Good,3,High School,Average,9,Yes,100.0,Excellent,3.8,Intense (>6h),5-6h
S1580,22,Female,3.3,3.0,1.0,No,90.0,8.5,Good,5,Master,Average,4,No,73.0,Average,4.0,Moderate (2-4h),>8h
S1581,17,Male,3.2,3.1,2.4,No,91.3,6.7,Fair,3,High School,Average,3,No,68.5,Average,5.5,Moderate (2-4h),6-7h
S1582,20,Male,3.6,2.6,2.2,No,72.6,3.3,Fair,1,High School,Good,8,No,61.0,Average,4.800000000000001,Moderate (2-4h),<5h
S1583,18,Female,5.2,3.2,2.0,No,70.0,6.9,Fair,2,Bachelor,Poor,1,Yes,70.5,Average,5.2,High (4-6h),6-7h
S1584,22,Female,2.1,0.0,0.7,No,77.5,6.1,Good,0,Bachelor,Average,5,No,52.5,Low,0.7,Moderate (2-4h),6-7h
S1585,23,Male,3.9,2.1,1.6,No,78.4,6.4,Good,3,High School,Good,1,No,62.8,Average,3.7,Moderate (2-4h),6-7h
S1586,22,Female,5.0,2.8,0.0,Yes,92.5,6.1,Fair,3,High School,Poor,7,Yes,83.5,High,2.8,High (4-6h),6-7h
S1587,19,Male,4.3,1.1,2.0,No,78.9,7.5,Good,4,Master,Average,5,No,71.4,Average,3.1,High (4-6h),7-8h
S1588,20,Other,3.8,3.0,3.4,No,76.4,7.8,Fair,1,High School,Average,2,No,61.5,Average,6.4,Moderate (2-4h),7-8h
S1589,21,Male,5.0,2.3,0.2,No,78.9,6.8,Poor,6,Bachelor,Good,1,No,75.4,High,2.5,High (4-6h),6-7h
S1590,17,Female,0.0,4.6,1.2,No,96.2,6.1,Poor,6,Bachelor,Average,7,No,42.0,Low,5.8,Low (<2h),6-7h
S1591,24,Female,4.5,4.4,2.2,No,85.1,6.5,Fair,4,High School,Good,1,No,64.0,Average,6.6000000000000005,High (4-6h),6-7h
S1592,21,Female,2.5,1.9,3.2,Yes,83.2,6.5,Fair,5,Master,Average,3,No,60.1,Average,5.1,Moderate (2-4h),6-7h
S1593,20,Female,0.8,2.3,1.3,Yes,83.9,5.5,Poor,3,Bachelor,Good,6,No,34.7,Very Low,3.5999999999999996,Low (<2h),5-6h
S1594,20,Male,4.3,2.4,1.0,Yes,97.9,7.2,Good,3,High School,Average,6,No,88.0,High,3.4,High (4-6h),7-8h
S1595,20,Male,5.6,2.0,0.0,No,77.5,7.1,Fair,4,Bachelor,Average,7,No,100.0,Excellent,2.0,High (4-6h),7-8h
S1596,21,Male,3.3,2.7,1.9,No,98.2,8.3,Fair,3,Bachelor,Poor,1,No,66.1,Average,4.6,Moderate (2-4h),>8h
S1597,23,Male,4.9,1.6,4.0,No,87.1,8.0,Fair,5,Bachelor,Poor,7,No,95.5,Excellent,5.6,High (4-6h),7-8h
S1598,20,Female,5.9,1.1,2.1,Yes,83.4,5.7,Poor,2,Master,Average,2,Yes,86.4,High,3.2,High (4-6h),5-6h
S1599,22,Male,5.5,3.2,1.8,No,100.0,7.5,Fair,0,High School,Poor,6,No,77.3,High,5.0,High (4-6h),7-8h
S1600,21,Male,6.0,3.3,2.2,No,74.4,5.4,Fair,0,High School,Average,8,Yes,90.2,Excellent,5.5,High (4-6h),5-6h
S1601,24,Other,4.6,1.5,1.8,No,81.5,7.3,Fair,0,High School,Good,5,Yes,80.2,High,3.3,High (4-6h),7-8h
S1602,20,Female,3.6,3.6,0.9,No,72.7,5.9,Poor,2,Unknown,Average,10,Yes,72.9,Average,4.5,Moderate (2-4h),5-6h
S1603,22,Female,1.1,1.7,2.7,No,94.5,5.3,Fair,3,Unknown,Average,3,No,35.8,Very Low,4.4,Low (<2h),5-6h
S1604,23,Other,3.1,2.8,2.0,No,100.0,6.8,Poor,4,Master,Good,8,Yes,72.8,Average,4.8,Moderate (2-4h),6-7h
S1605,19,Male,2.2,3.5,1.8,No,100.0,3.3,Good,6,Bachelor,Good,8,No,67.6,Average,5.3,Moderate (2-4h),<5h
S1606,23,Male,6.8,2.5,0.7,No,97.2,4.4,Good,1,Bachelor,Poor,4,No,93.1,Excellent,3.2,Intense (>6h),<5h
S1607,24,Female,3.2,3.0,3.2,No,83.0,6.3,Poor,3,Bachelor,Average,8,Yes,57.5,Low,6.2,Moderate (2-4h),6-7h
S1608,20,Female,3.7,1.9,2.5,No,81.3,6.6,Fair,2,Bachelor,Good,5,Yes,61.1,Average,4.4,Moderate (2-4h),6-7h
S1609,24,Male,4.3,2.3,1.2,No,68.3,6.1,Poor,5,High School,Poor,5,No,77.4,High,3.5,High (4-6h),6-7h
S1610,21,Female,3.6,2.3,2.9,No,100.0,4.6,Fair,2,Master,Good,3,No,69.6,Average,5.199999999999999,Moderate (2-4h),<5h
S1611,18,Male,6.0,1.6,1.3,No,89.7,5.5,Fair,6,High School,Poor,7,No,100.0,Excellent,2.9000000000000004,High (4-6h),5-6h
S1612,20,Male,2.6,2.3,0.9,No,80.1,7.0,Fair,0,Master,Good,9,No,69.3,Average,3.1999999999999997,Moderate (2-4h),6-7h
S1613,18,Female,3.8,0.6,1.0,No,98.3,7.2,Fair,3,Bachelor,Average,9,No,85.7,High,1.6,Moderate (2-4h),7-8h
S1614,22,Female,2.4,1.9,0.0,No,75.3,6.5,Good,6,High School,Good,1,No,53.9,Low,1.9,Moderate (2-4h),6-7h
S1615,19,Female,1.5,2.2,2.3,No,89.1,7.9,Fair,0,Bachelor,Average,1,No,43.7,Low,4.5,Low (<2h),7-8h
S1616,17,Male,2.6,2.2,0.0,No,83.3,7.0,Fair,1,Bachelor,Good,10,No,79.3,High,2.2,Moderate (2-4h),6-7h
S1617,24,Female,3.4,2.2,0.4,No,91.4,5.6,Fair,5,High School,Poor,5,No,71.3,Average,2.6,Moderate (2-4h),5-6h
S1618,23,Male,2.9,2.4,0.0,No,84.4,6.2,Good,0,Bachelor,Average,1,Yes,61.4,Average,2.4,Moderate (2-4h),6-7h
S1619,19,Male,2.5,3.1,1.7,No,70.5,4.8,Good,1,High School,Good,4,No,45.1,Low,4.8,Moderate (2-4h),<5h
S1620,20,Female,1.4,3.5,1.6,No,85.8,6.4,Fair,2,Unknown,Average,1,No,39.8,Very Low,5.1,Low (<2h),6-7h
S1621,18,Female,3.4,1.7,1.4,No,95.5,7.8,Good,0,Master,Good,2,No,70.7,Average,3.0999999999999996,Moderate (2-4h),7-8h
S1622,23,Female,1.2,1.1,0.7,No,84.7,7.3,Fair,0,Bachelor,Average,2,Yes,35.6,Very Low,1.8,Low (<2h),7-8h
S1623,18,Female,4.6,1.2,0.5,No,92.8,8.2,Good,4,Master,Good,4,No,93.0,Excellent,1.7,High (4-6h),>8h
S1624,21,Female,3.6,1.9,2.3,No,74.5,6.1,Good,5,Bachelor,Average,8,Yes,83.2,High,4.199999999999999,Moderate (2-4h),6-7h
S1625,18,Female,1.3,2.1,1.2,No,84.7,8.1,Poor,5,High School,Good,2,Yes,46.6,Low,3.3,Low (<2h),>8h
S1626,21,Male,3.0,1.6,2.1,No,78.8,6.3,Good,6,Bachelor,Good,9,Yes,70.8,Average,3.7,Moderate (2-4h),6-7h
S1627,22,Male,2.4,0.9,0.8,No,92.5,8.3,Fair,2,Bachelor,Average,9,No,78.3,High,1.7000000000000002,Moderate (2-4h),>8h
S1628,23,Male,4.0,2.0,2.0,No,85.3,6.5,Fair,4,Master,Good,2,Yes,70.7,Average,4.0,Moderate (2-4h),6-7h
S1629,23,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair,6,High School,Good,1,No,82.6,High,5.9,High (4-6h),7-8h
S1630,17,Female,0.7,3.2,2.4,No,95.9,8.3,Good,1,Master,Average,10,Yes,50.3,Low,5.6,Low (<2h),>8h
S1631,20,Female,3.7,1.8,1.3,No,91.9,6.3,Fair,6,Master,Good,10,No,80.9,High,3.1,Moderate (2-4h),6-7h
S1632,21,Male,3.3,2.0,2.1,No,87.7,6.8,Poor,1,Bachelor,Poor,9,Yes,75.4,High,4.1,Moderate (2-4h),6-7h
S1633,17,Male,4.5,1.4,1.5,No,75.0,8.0,Good,2,Master,Good,2,Yes,83.7,High,2.9,High (4-6h),7-8h
S1634,18,Female,3.8,2.5,1.8,No,85.0,6.3,Poor,5,High School,Average,8,No,76.8,High,4.3,Moderate (2-4h),6-7h
S1635,18,Male,2.4,1.5,1.4,No,79.7,4.9,Poor,1,Master,Poor,3,No,45.8,Low,2.9,Moderate (2-4h),<5h
S1636,17,Female,3.0,3.2,1.6,No,81.6,9.1,Fair,2,Bachelor,Average,1,Yes,58.4,Low,4.800000000000001,Moderate (2-4h),>8h
S1637,23,Female,2.3,0.4,2.0,No,81.3,5.9,Fair,6,Unknown,Good,1,Yes,70.3,Average,2.4,Moderate (2-4h),5-6h
S1638,18,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair,1,Master,Good,10,Yes,99.4,Excellent,2.8,High (4-6h),6-7h
S1639,24,Female,3.5,2.9,0.7,No,65.4,7.9,Poor,3,High School,Good,2,No,62.9,Average,3.5999999999999996,Moderate (2-4h),7-8h
S1640,22,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good,0,High School,Average,7,No,98.0,Excellent,3.0,Intense (>6h),5-6h
S1641,22,Male,3.4,5.7,0.0,No,86.9,5.3,Good,6,Bachelor,Poor,6,No,74.7,Average,5.7,Moderate (2-4h),5-6h
S1642,24,Female,2.4,2.9,0.5,No,71.5,6.8,Fair,5,High School,Good,2,Yes,50.4,Low,3.4,Moderate (2-4h),6-7h
S1643,17,Female,1.2,1.3,2.0,No,85.2,4.3,Fair,6,High School,Good,4,No,49.4,Low,3.3,Low (<2h),<5h
S1644,24,Male,0.8,2.4,0.8,No,100.0,6.2,Fair,3,Bachelor,Average,2,Yes,35.3,Very Low,3.2,Low (<2h),6-7h
S1645,21,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good,2,Unknown,Average,1,Yes,46.3,Low,2.8,Low (<2h),6-7h
S1646,21,Female,3.9,2.4,1.8,No,100.0,6.2,Poor,2,High School,Average,3,No,68.4,Average,4.2,Moderate (2-4h),6-7h
S1647,17,Female,4.3,1.5,0.0,No,88.9,4.6,Poor,6,Unknown,Average,4,No,84.2,High,1.5,High (4-6h),<5h
S1648,24,Female,1.1,3.6,2.5,No,96.7,8.4,Good,3,High School,Good,10,Yes,54.6,Low,6.1,Low (<2h),>8h
S1649,21,Female,4.8,1.8,2.7,No,77.8,6.6,Fair,6,Bachelor,Average,5,No,88.0,High,4.5,High (4-6h),6-7h
S1650,23,Female,2.8,2.4,0.7,No,78.6,8.2,Fair,0,Bachelor,Good,5,No,61.5,Average,3.0999999999999996,Moderate (2-4h),>8h
S1651,24,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good,0,Master,Average,7,No,75.7,High,4.0,Moderate (2-4h),6-7h
S1652,23,Female,5.9,4.6,0.9,No,96.9,5.4,Good,4,Bachelor,Average,10,No,100.0,Excellent,5.5,High (4-6h),5-6h
S1653,21,Female,4.8,2.1,1.9,No,100.0,6.8,Fair,1,High School,Good,8,No,82.6,High,4.0,High (4-6h),6-7h
S1654,22,Female,3.1,4.7,0.4,No,79.5,6.2,Good,4,Master,Good,9,No,71.5,Average,5.1000000000000005,Moderate (2-4h),6-7h
S1655,21,Female,2.2,3.5,0.0,No,82.5,5.1,Poor,0,Bachelor,Average,7,No,57.6,Low,3.5,Moderate (2-4h),5-6h
S1656,23,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good,3,Bachelor,Good,5,No,36.1,Very Low,4.5,Low (<2h),>8h
S1657,19,Female,2.4,2.9,1.7,No,88.8,5.8,Fair,1,Bachelor,Average,9,Yes,67.4,Average,4.6,Moderate (2-4h),5-6h
S1658,20,Female,3.2,3.0,1.4,Yes,96.2,4.3,Good,3,Master,Good,8,No,74.8,Average,4.4,Moderate (2-4h),<5h
S1659,18,Male,2.0,0.2,0.5,No,67.6,8.1,Good,4,Bachelor,Average,10,Yes,73.6,Average,0.7,Low (<2h),>8h
S1660,24,Female,3.3,2.2,1.4,No,89.1,5.9,Good,2,High School,Good,9,Yes,79.5,High,3.6,Moderate (2-4h),5-6h
S1661,19,Male,3.6,3.5,2.1,No,82.2,5.8,Good,3,Bachelor,Poor,10,No,62.5,Average,5.6,Moderate (2-4h),5-6h
S1662,21,Male,3.2,2.4,1.8,No,86.1,4.4,Fair,4,Unknown,Average,8,Yes,76.3,High,4.2,Moderate (2-4h),<5h
S1663,22,Female,2.5,0.8,2.0,No,89.6,8.6,Fair,4,High School,Good,6,No,75.6,High,2.8,Moderate (2-4h),>8h
S1664,17,Male,3.8,2.4,1.1,No,83.1,5.0,Fair,4,High School,Good,4,No,64.4,Average,3.5,Moderate (2-4h),<5h
S1665,21,Female,4.2,4.5,3.1,No,84.0,6.6,Good,2,High School,Average,9,No,75.3,High,7.6,High (4-6h),6-7h
S1666,22,Female,1.9,4.0,0.5,Yes,82.9,7.6,Good,2,Unknown,Average,9,Yes,50.4,Low,4.5,Low (<2h),7-8h
S1667,20,Female,5.6,2.4,2.3,No,94.7,7.0,Fair,6,High School,Average,10,Yes,100.0,Excellent,4.699999999999999,High (4-6h),6-7h
S1668,21,Male,3.4,3.6,3.1,No,89.2,6.4,Good,2,Bachelor,Good,10,No,76.4,High,6.7,Moderate (2-4h),6-7h
S1669,23,Male,3.5,2.1,2.3,No,87.2,4.5,Good,1,Bachelor,Good,9,No,69.9,Average,4.4,Moderate (2-4h),<5h
S1670,17,Female,4.6,0.5,1.6,No,72.3,5.5,Good,2,Master,Good,10,Yes,88.9,High,2.1,High (4-6h),5-6h
S1671,22,Other,3.8,1.4,1.2,No,81.2,6.7,Good,2,High School,Average,3,Yes,70.4,Average,2.5999999999999996,Moderate (2-4h),6-7h
S1672,22,Female,4.9,4.4,2.9,No,94.0,5.6,Fair,2,Bachelor,Good,3,No,69.4,Average,7.300000000000001,High (4-6h),5-6h
S1673,22,Male,3.9,2.2,0.2,No,85.4,6.7,Poor,3,Master,Average,6,Yes,84.9,High,2.4000000000000004,Moderate (2-4h),6-7h
S1674,20,Female,2.6,2.2,0.7,No,91.6,7.3,Poor,2,High School,Poor,6,No,63.6,Average,2.9000000000000004,Moderate (2-4h),7-8h
S1675,21,Female,4.0,2.1,1.4,No,100.0,7.7,Fair,1,Bachelor,Good,6,No,82.2,High,3.5,Moderate (2-4h),7-8h
S1676,20,Female,1.8,4.8,3.2,No,95.4,5.0,Good,4,Bachelor,Good,5,No,37.4,Very Low,8.0,Low (<2h),<5h
S1677,24,Male,3.7,4.5,2.2,No,85.9,9.1,Good,3,Unknown,Good,5,No,73.8,Average,6.7,Moderate (2-4h),>8h
S1678,18,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good,0,Master,Good,2,Yes,53.4,Low,5.9,Moderate (2-4h),7-8h
S1679,18,Female,3.2,2.3,1.5,No,59.5,6.5,Good,2,Bachelor,Good,7,No,64.2,Average,3.8,Moderate (2-4h),6-7h
S1680,24,Other,3.3,2.9,1.1,No,83.3,7.8,Poor,6,Unknown,Good,4,No,70.4,Average,4.0,Moderate (2-4h),7-8h
S1681,21,Male,0.7,0.7,1.0,No,81.7,9.3,Poor,6,Unknown,Average,3,No,51.5,Low,1.7,Low (<2h),>8h
S1682,23,Female,2.7,4.3,2.9,No,88.9,4.8,Poor,4,Unknown,Average,8,No,53.4,Low,7.199999999999999,Moderate (2-4h),<5h
S1683,20,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair,4,High School,Good,4,No,77.2,High,1.4000000000000001,Moderate (2-4h),6-7h
S1684,17,Male,3.7,2.8,3.6,No,81.8,3.6,Fair,3,Bachelor,Good,4,Yes,59.8,Low,6.4,Moderate (2-4h),<5h
S1685,22,Female,2.0,1.2,2.7,No,67.2,6.7,Poor,6,Bachelor,Average,8,No,55.4,Low,3.9000000000000004,Low (<2h),6-7h
S1686,22,Female,5.4,1.8,3.0,Yes,75.6,6.9,Fair,0,High School,Average,1,No,69.9,Average,4.8,High (4-6h),6-7h
S1687,21,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor,5,Master,Average,9,No,71.6,Average,2.8,Moderate (2-4h),6-7h
S1688,23,Male,5.0,1.8,1.6,No,100.0,5.7,Good,6,High School,Poor,7,No,92.9,Excellent,3.4000000000000004,High (4-6h),5-6h
S1689,18,Female,4.1,1.9,0.2,No,84.0,4.0,Fair,6,Unknown,Good,2,No,72.4,Average,2.1,High (4-6h),<5h
S1690,18,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair,1,High School,Average,6,No,70.5,Average,3.0,Moderate (2-4h),6-7h
S1691,22,Female,6.2,3.5,2.3,No,94.5,8.2,Fair,5,Bachelor,Good,8,No,100.0,Excellent,5.8,Intense (>6h),>8h
S1692,21,Male,1.7,1.2,3.2,No,76.9,5.8,Good,4,High School,Average,5,Yes,37.4,Very Low,4.4,Low (<2h),5-6h
S1693,20,Female,4.9,2.8,0.6,No,88.7,7.0,Fair,5,High School,Average,6,No,88.7,High,3.4,High (4-6h),6-7h
S1694,18,Male,5.0,4.0,1.4,No,77.6,4.6,Fair,6,High School,Poor,10,No,88.6,High,5.4,High (4-6h),<5h
S1695,20,Female,2.5,1.9,1.6,No,93.6,7.0,Good,4,Bachelor,Good,8,No,68.5,Average,3.5,Moderate (2-4h),6-7h
S1696,23,Other,5.6,1.6,0.3,No,86.5,6.0,Fair,5,Master,Good,6,No,100.0,Excellent,1.9000000000000001,High (4-6h),5-6h
S1697,18,Other,3.1,2.2,2.5,No,88.0,5.6,Good,4,High School,Good,9,No,66.9,Average,4.7,Moderate (2-4h),5-6h
S1698,18,Female,3.9,3.9,1.0,No,77.2,5.6,Fair,4,High School,Poor,9,No,71.5,Average,4.9,Moderate (2-4h),5-6h
S1699,19,Male,3.9,2.7,1.6,No,92.1,6.0,Fair,3,Bachelor,Average,9,No,77.8,High,4.300000000000001,Moderate (2-4h),5-6h
S1700,18,Female,3.3,1.9,1.3,No,100.0,7.0,Poor,0,Bachelor,Poor,6,Yes,67.7,Average,3.2,Moderate (2-4h),6-7h
S1701,24,Male,4.7,3.1,0.9,No,74.9,4.9,Good,4,High School,Average,9,Yes,96.4,Excellent,4.0,High (4-6h),<5h
S1702,17,Male,4.7,1.2,1.8,No,81.6,6.0,Fair,1,Master,Good,3,No,83.1,High,3.0,High (4-6h),5-6h
S1703,24,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor,6,Bachelor,Good,5,No,37.9,Very Low,4.9,Low (<2h),6-7h
S1704,21,Female,5.5,3.0,1.4,No,92.9,5.2,Fair,6,High School,Good,2,Yes,76.3,High,4.4,High (4-6h),5-6h
S1705,21,Female,1.0,2.1,1.0,No,79.4,8.7,Fair,1,Bachelor,Average,8,Yes,52.6,Low,3.1,Low (<2h),>8h
S1706,20,Female,5.0,1.5,2.2,No,56.7,5.5,Poor,2,Master,Average,4,No,83.6,High,3.7,High (4-6h),5-6h
S1707,24,Male,5.2,1.4,3.6,No,98.6,5.7,Good,4,Bachelor,Average,6,No,92.0,Excellent,5.0,High (4-6h),5-6h
S1708,24,Male,1.9,3.1,2.0,No,92.6,5.3,Good,4,Unknown,Poor,6,No,53.2,Low,5.1,Low (<2h),5-6h
S1709,24,Other,2.9,4.0,2.9,No,67.6,8.7,Poor,4,High School,Good,5,Yes,56.4,Low,6.9,Moderate (2-4h),>8h
S1710,23,Male,1.8,1.7,0.3,No,78.9,7.2,Fair,5,High School,Good,1,No,58.1,Low,2.0,Low (<2h),7-8h
S1711,18,Male,3.2,3.1,2.0,No,100.0,5.4,Good,4,High School,Average,7,No,70.9,Average,5.1,Moderate (2-4h),5-6h
S1712,17,Male,3.0,0.0,0.6,Yes,99.5,7.8,Fair,4,Bachelor,Average,10,No,98.7,Excellent,0.6,Moderate (2-4h),7-8h
S1713,20,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair,1,Bachelor,Good,8,No,83.3,High,2.0,High (4-6h),6-7h
S1714,24,Female,5.5,2.5,1.0,No,83.2,6.8,Fair,0,Bachelor,Good,1,Yes,80.6,High,3.5,High (4-6h),6-7h
S1715,24,Male,5.6,1.4,3.1,No,85.8,6.1,Good,0,Master,Good,10,No,91.3,Excellent,4.5,High (4-6h),6-7h
S1716,19,Male,2.7,1.4,2.8,No,83.7,5.6,Good,2,High School,Average,7,Yes,63.5,Average,4.199999999999999,Moderate (2-4h),5-6h
S1717,20,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good,1,Master,Average,4,Yes,66.3,Average,3.8,Moderate (2-4h),6-7h
S1718,24,Female,1.0,2.9,0.1,No,76.2,5.8,Poor,4,Bachelor,Good,6,No,49.9,Low,3.0,Low (<2h),5-6h
S1719,20,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair,0,High School,Good,9,No,68.9,Average,3.9,Moderate (2-4h),>8h
S1720,18,Female,4.9,0.0,2.1,Yes,95.1,5.0,Good,3,Bachelor,Average,5,No,94.2,Excellent,2.1,High (4-6h),<5h
S1721,19,Male,5.9,0.0,2.0,Yes,84.6,8.3,Poor,3,High School,Good,8,No,100.0,Excellent,2.0,High (4-6h),>8h
S1722,20,Male,1.6,1.8,0.0,No,98.8,6.4,Good,3,Bachelor,Good,5,No,58.6,Low,1.8,Low (<2h),6-7h
S1723,17,Female,2.6,3.0,0.8,No,78.3,6.9,Good,4,Bachelor,Average,2,No,53.2,Low,3.8,Moderate (2-4h),6-7h
S1724,17,Male,3.5,0.0,1.7,No,84.5,7.5,Poor,4,High School,Average,4,Yes,70.5,Average,1.7,Moderate (2-4h),7-8h
S1725,21,Female,3.9,1.9,2.4,No,75.8,5.7,Good,2,Bachelor,Average,2,No,64.0,Average,4.3,Moderate (2-4h),5-6h
S1726,19,Male,2.3,1.9,0.0,Yes,85.1,7.5,Fair,6,Bachelor,Poor,7,Yes,77.4,High,1.9,Moderate (2-4h),7-8h
S1727,19,Male,4.1,4.2,1.6,No,70.2,3.3,Good,2,High School,Good,7,No,57.4,Low,5.800000000000001,High (4-6h),<5h
S1728,21,Other,2.8,2.0,2.0,No,80.1,5.6,Fair,2,Unknown,Average,3,Yes,59.9,Low,4.0,Moderate (2-4h),5-6h
S1729,20,Male,3.5,3.0,2.7,No,70.6,5.4,Fair,5,High School,Good,7,No,66.7,Average,5.7,Moderate (2-4h),5-6h
S1730,19,Female,4.3,2.7,2.6,Yes,91.9,5.0,Good,3,Bachelor,Good,1,No,58.4,Low,5.300000000000001,High (4-6h),<5h
S1731,17,Male,3.5,0.0,2.4,No,92.2,6.2,Good,4,Master,Poor,1,No,63.6,Average,2.4,Moderate (2-4h),6-7h
S1732,17,Male,2.8,3.4,0.9,No,67.7,7.0,Poor,3,Master,Average,9,No,62.6,Average,4.3,Moderate (2-4h),6-7h
S1733,24,Male,3.3,2.8,0.0,No,98.3,7.3,Fair,2,Bachelor,Good,6,No,70.6,Average,2.8,Moderate (2-4h),7-8h
S1734,18,Female,3.4,3.1,1.4,No,100.0,6.8,Poor,4,Bachelor,Good,5,No,75.2,High,4.5,Moderate (2-4h),6-7h
S1735,19,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair,1,High School,Good,6,No,50.1,Low,10.1,Moderate (2-4h),5-6h
S1736,20,Female,3.1,0.0,3.3,No,78.6,6.9,Fair,0,Bachelor,Average,6,No,72.8,Average,3.3,Moderate (2-4h),6-7h
S1737,21,Male,5.9,4.6,2.6,Yes,100.0,6.6,Fair,0,High School,Average,1,Yes,72.7,Average,7.199999999999999,High (4-6h),6-7h
S1738,21,Other,4.3,2.2,2.3,No,71.8,7.6,Fair,2,High School,Good,5,Yes,76.0,High,4.5,High (4-6h),7-8h
S1739,20,Male,3.1,2.8,2.2,No,85.2,7.4,Poor,6,Bachelor,Good,9,Yes,74.1,Average,5.0,Moderate (2-4h),7-8h
S1740,23,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor,3,Unknown,Average,4,Yes,79.0,High,3.5999999999999996,High (4-6h),6-7h
S1741,22,Female,3.0,2.0,1.7,No,98.5,5.4,Poor,1,Bachelor,Good,3,No,51.3,Low,3.7,Moderate (2-4h),5-6h
S1742,18,Female,5.3,1.8,3.6,No,88.6,5.7,Fair,4,Bachelor,Average,1,Yes,71.0,Average,5.4,High (4-6h),5-6h
S1743,21,Female,4.1,2.9,0.8,Yes,80.0,5.8,Good,6,High School,Good,2,Yes,76.4,High,3.7,High (4-6h),5-6h
S1744,19,Female,3.3,0.7,3.6,No,75.5,6.1,Poor,3,High School,Good,3,Yes,52.6,Low,4.3,Moderate (2-4h),6-7h
